section,vendor_slug,vendor_name,domain,canonical_url,plan,monthly_usd,minutes_included,calls_included,overage_per_min,overage_per_call,annual_discount_pct,setup_fee_usd,billing_model,hipaa,baa,bilingual,integrations,quote_only,source_url,accessed_at,corroboration_url,corroboration_accessed_at
online-booking,square-appointments,Square Appointments,squareup.com,https://frontdeskreview.com/online-booking/vendors/square-appointments/,Square Pro,,,,,,,0,custom,unknown,unknown,unknown,Google Calendar; Google; Facebook; Instagram; QuickBooks; Xero; Mailchimp; ActiveCampaign; Wix; WooCommerce; GoDaddy; BigCommerce; Magento; WordPress.com; Ecwid; Groupon; ClassPass; JotForm; Cognito Forms; Homebase; When I Work; Humanity; ZipRecruiter,no,https://squareup.com/us/en/appointments/pricing,2026-06-12,,
online-booking,setmore,Setmore,setmore.com,https://frontdeskreview.com/online-booking/vendors/setmore/,Free,0,,,,,,0,flat,yes,yes,unknown,Google Calendar; Square; Stripe; PayPal; LawPay; Mailchimp; HubSpot; Zapier; Google Analytics,no,https://www.setmore.com/pricing,2026-06-12,https://checkthat.ai/brands/setmore/pricing,2026-06-12
online-booking,setmore,Setmore,setmore.com,https://frontdeskreview.com/online-booking/vendors/setmore/,Pro,12,,,,,,0,per_seat,yes,yes,unknown,Google Calendar; Square; Stripe; PayPal; LawPay; Mailchimp; HubSpot; Zapier; Google Analytics,no,https://www.setmore.com/pricing,2026-06-27,https://checkthat.ai/brands/setmore/pricing,2026-06-12
online-booking,setmore,Setmore,setmore.com,https://frontdeskreview.com/online-booking/vendors/setmore/,Enterprise,,,,,,,0,custom,yes,yes,unknown,Google Calendar; Square; Stripe; PayPal; LawPay; Mailchimp; HubSpot; Zapier; Google Analytics,no,https://www.setmore.com/pricing,2026-06-12,,
online-booking,vcita,vcita,vcita.com,https://frontdeskreview.com/online-booking/vendors/vcita/,Kickstart,35,,,,,15,150,per_seat,yes,yes,yes,Google Calendar; Outlook Calendar; Zoom; PayPal; QuickBooks; Zapier; Google Analytics 4; Reserve with Google; Facebook Messenger,no,https://www.vcita.com/pricing,2026-06-27,https://www.capterra.com/p/142264/Appointment-Scheduling/pricing/,2026-06-12
online-booking,vcita,vcita,vcita.com,https://frontdeskreview.com/online-booking/vendors/vcita/,Business,54,,,,,15,150,per_seat,yes,yes,yes,Google Calendar; Outlook Calendar; Zoom; PayPal; QuickBooks; Zapier; Google Analytics 4; Reserve with Google; Facebook Messenger,no,https://www.vcita.com/pricing,2026-06-12,,
online-booking,vcita,vcita,vcita.com,https://frontdeskreview.com/online-booking/vendors/vcita/,Platinum,93,,,,,15,150,per_seat,yes,yes,yes,Google Calendar; Outlook Calendar; Zoom; PayPal; QuickBooks; Zapier; Google Analytics 4; Reserve with Google; Facebook Messenger,no,https://www.vcita.com/pricing,2026-06-12,,
online-booking,greminders,GReminders,greminders.com,https://frontdeskreview.com/online-booking/vendors/greminders/,Basic,0,,,,,,0,flat,yes,yes,unknown,Google Calendar; Outlook; Office 365; Hosted Microsoft Exchange; Zoom; Microsoft Teams; Google Meet; GoToMeeting; Webex; HubSpot; Pipedrive; ActiveCampaign; Stripe; Square; Zapier; Webhooks; Google Analytics; Meta Pixel,no,https://www.greminders.com/pricing/us,2026-06-12,,
online-booking,greminders,GReminders,greminders.com,https://frontdeskreview.com/online-booking/vendors/greminders/,Standard,10,,,,,20,0,per_seat,yes,yes,unknown,Google Calendar; Outlook; Office 365; Hosted Microsoft Exchange; Zoom; Microsoft Teams; Google Meet; GoToMeeting; Webex; HubSpot; Pipedrive; ActiveCampaign; Stripe; Square; Zapier; Webhooks; Google Analytics; Meta Pixel,no,https://www.greminders.com/pricing/us,2026-06-27,https://www.greminders.com/articles/hipaa-baa-greminders-with-google-and-microsoft-calendar/,2026-06-12
online-booking,greminders,GReminders,greminders.com,https://frontdeskreview.com/online-booking/vendors/greminders/,Professional,47,,,,,17,0,per_seat,yes,yes,unknown,Google Calendar; Outlook; Office 365; Hosted Microsoft Exchange; Zoom; Microsoft Teams; Google Meet; GoToMeeting; Webex; HubSpot; Pipedrive; ActiveCampaign; Stripe; Square; Zapier; Webhooks; Google Analytics; Meta Pixel,no,https://www.greminders.com/pricing/us,2026-06-12,,
online-booking,greminders,GReminders,greminders.com,https://frontdeskreview.com/online-booking/vendors/greminders/,Custom / Enterprise,,,,,,,0,custom,yes,yes,unknown,Google Calendar; Outlook; Office 365; Hosted Microsoft Exchange; Zoom; Microsoft Teams; Google Meet; GoToMeeting; Webex; HubSpot; Pipedrive; ActiveCampaign; Stripe; Square; Zapier; Webhooks; Google Analytics; Meta Pixel,no,https://www.greminders.com/pricing/us,2026-06-12,,
online-booking,appointlet,Appointlet,appointlet.com,https://frontdeskreview.com/online-booking/vendors/appointlet/,Free,0,,,,,,0,flat,unknown,unknown,yes,Google Calendar; Office 365 / Outlook; Zoom; Google Meet; Microsoft Teams; WebEx; GoToMeeting; Join.Me; Salesforce; Stripe; PayPal; Zapier; Webhooks,no,https://www.appointlet.com/pricing,2026-06-12,,
online-booking,appointlet,Appointlet,appointlet.com,https://frontdeskreview.com/online-booking/vendors/appointlet/,Premium,12,,,,,25,0,per_seat,unknown,unknown,yes,Google Calendar; Office 365 / Outlook; Zoom; Google Meet; Microsoft Teams; WebEx; GoToMeeting; Join.Me; Salesforce; Stripe; PayPal; Zapier; Webhooks,no,https://www.appointlet.com/pricing,2026-06-27,,
online-booking,appointlet,Appointlet,appointlet.com,https://frontdeskreview.com/online-booking/vendors/appointlet/,Enterprise,,,,,,,0,custom,unknown,unknown,yes,Google Calendar; Office 365 / Outlook; Zoom; Google Meet; Microsoft Teams; WebEx; GoToMeeting; Join.Me; Salesforce; Stripe; PayPal; Zapier; Webhooks,no,https://www.appointlet.com/pricing,2026-06-12,,
online-booking,youcanbookme,YouCanBookMe,youcanbook.me,https://frontdeskreview.com/online-booking/vendors/youcanbookme/,Free,0,,,,,,0,flat,unknown,unknown,yes,Google Calendar; Microsoft Outlook; Apple Calendar; Zoom; Google Meet; Microsoft Teams; Stripe; HubSpot; Zapier; Gmail; Chrome Extension; Facebook; Instagram; LinkedIn,no,https://youcanbook.me/pricing,2026-06-12,https://youcanbook.me/blog/youcanbookme-free,2026-06-12
online-booking,youcanbookme,YouCanBookMe,youcanbook.me,https://frontdeskreview.com/online-booking/vendors/youcanbookme/,Individual,9,,,,,10,0,flat,unknown,unknown,yes,Google Calendar; Microsoft Outlook; Apple Calendar; Zoom; Google Meet; Microsoft Teams; Stripe; HubSpot; Zapier; Gmail; Chrome Extension; Facebook; Instagram; LinkedIn,no,https://youcanbook.me/pricing,2026-06-27,,
online-booking,youcanbookme,YouCanBookMe,youcanbook.me,https://frontdeskreview.com/online-booking/vendors/youcanbookme/,Professional,,,,,,10,0,flat,unknown,unknown,yes,Google Calendar; Microsoft Outlook; Apple Calendar; Zoom; Google Meet; Microsoft Teams; Stripe; HubSpot; Zapier; Gmail; Chrome Extension; Facebook; Instagram; LinkedIn,no,https://youcanbook.me/pricing,2026-06-12,,
online-booking,youcanbookme,YouCanBookMe,youcanbook.me,https://frontdeskreview.com/online-booking/vendors/youcanbookme/,Team,,,,,,10,0,per_seat,unknown,unknown,yes,Google Calendar; Microsoft Outlook; Apple Calendar; Zoom; Google Meet; Microsoft Teams; Stripe; HubSpot; Zapier; Gmail; Chrome Extension; Facebook; Instagram; LinkedIn,no,https://youcanbook.me/pricing,2026-06-12,,
online-booking,cal-com,Cal.com,cal.com,https://frontdeskreview.com/online-booking/vendors/cal-com/,Free,0,,,,,,0,flat,unknown,unknown,yes,Google Calendar; Outlook; Apple Calendar; CalDAV; Zoom; Google Meet; Microsoft Teams; Stripe; PayPal; HubSpot; Salesforce; Zapier; Make; Webhooks,no,https://cal.com/pricing,2026-06-12,,
online-booking,cal-com,Cal.com,cal.com,https://frontdeskreview.com/online-booking/vendors/cal-com/,Teams,15,,,,,25,0,per_seat,unknown,unknown,yes,Google Calendar; Outlook; Apple Calendar; CalDAV; Zoom; Google Meet; Microsoft Teams; Stripe; PayPal; HubSpot; Salesforce; Zapier; Make; Webhooks,no,https://cal.com/pricing,2026-06-27,,
online-booking,cal-com,Cal.com,cal.com,https://frontdeskreview.com/online-booking/vendors/cal-com/,Organizations,37,,,,,25,0,per_seat,unknown,unknown,yes,Google Calendar; Outlook; Apple Calendar; CalDAV; Zoom; Google Meet; Microsoft Teams; Stripe; PayPal; HubSpot; Salesforce; Zapier; Make; Webhooks,no,https://cal.com/pricing,2026-06-12,,
online-booking,cal-com,Cal.com,cal.com,https://frontdeskreview.com/online-booking/vendors/cal-com/,Enterprise,,,,,,,0,custom,unknown,unknown,yes,Google Calendar; Outlook; Apple Calendar; CalDAV; Zoom; Google Meet; Microsoft Teams; Stripe; PayPal; HubSpot; Salesforce; Zapier; Make; Webhooks,no,https://cal.com/pricing,2026-06-12,,
online-booking,picktime,Picktime,picktime.com,https://frontdeskreview.com/online-booking/vendors/picktime/,Free,0,,,,,,0,flat,unknown,unknown,yes,Google Calendar; Outlook; Office 365; Zoom; Microsoft Teams; Google Meet; Stripe; PayPal; Square; Zapier,no,https://www.picktime.com/pricing,2026-06-12,,
online-booking,picktime,Picktime,picktime.com,https://frontdeskreview.com/online-booking/vendors/picktime/,Starter,3,,,,,25,0,per_seat,unknown,unknown,yes,Google Calendar; Outlook; Office 365; Zoom; Microsoft Teams; Google Meet; Stripe; PayPal; Square; Zapier,no,https://www.picktime.com/pricing,2026-06-12,https://www.capterra.com/p/178815/Picktime/,2026-06-12
online-booking,picktime,Picktime,picktime.com,https://frontdeskreview.com/online-booking/vendors/picktime/,Pro,4,,,,,25,0,per_seat,unknown,unknown,yes,Google Calendar; Outlook; Office 365; Zoom; Microsoft Teams; Google Meet; Stripe; PayPal; Square; Zapier,no,https://www.picktime.com/pricing,2026-06-27,,
online-booking,tidycal,TidyCal,tidycal.com,https://frontdeskreview.com/online-booking/vendors/tidycal/,Free,0,,,,,,0,flat,unknown,unknown,yes,Google Calendar; Office 365 / Microsoft Calendar; Apple Calendar; Zoom; Microsoft Teams; Google Meet; Zapier; Stripe; PayPal,no,https://tidycal.com/pricing,2026-06-27,,
online-booking,tidycal,TidyCal,tidycal.com,https://frontdeskreview.com/online-booking/vendors/tidycal/,Individual Lifetime,,,,,,,0,flat,unknown,unknown,yes,Google Calendar; Office 365 / Microsoft Calendar; Apple Calendar; Zoom; Microsoft Teams; Google Meet; Zapier; Stripe; PayPal,no,https://tidycal.com/pricing,2026-06-27,,
online-booking,tidycal,TidyCal,tidycal.com,https://frontdeskreview.com/online-booking/vendors/tidycal/,Agency Lifetime,,,,,,,0,flat,unknown,unknown,yes,Google Calendar; Office 365 / Microsoft Calendar; Apple Calendar; Zoom; Microsoft Teams; Google Meet; Zapier; Stripe; PayPal,no,https://tidycal.com/pricing,2026-06-27,https://help.tidycal.com/article/733-agency-tier,2026-06-12
online-booking,tidycal,TidyCal,tidycal.com,https://frontdeskreview.com/online-booking/vendors/tidycal/,Pro,12,,,,,31,0,flat,unknown,unknown,yes,Google Calendar; Office 365 / Microsoft Calendar; Apple Calendar; Zoom; Microsoft Teams; Google Meet; Zapier; Stripe; PayPal,no,https://tidycal.com/pricing,2026-06-27,,
online-booking,bookeo,Bookeo,bookeo.com,https://frontdeskreview.com/online-booking/vendors/bookeo/,Solo,14.95,,,,,,0,flat,unknown,unknown,yes,Google Calendar; Outlook; iCal; Stripe; Square; PayPal; Zoom; Mailchimp; HubSpot; QuickBooks; Xero; Zapier; WordPress; Wix; Squarespace; GoDaddy; WooCommerce; Shopify; BigCommerce; Facebook; Google My Business; Google Analytics; Groupon,no,https://www.bookeo.com/appointments/pricing/,2026-06-27,https://www.bookeo.com/classes/pricing/,2026-06-12
online-booking,bookeo,Bookeo,bookeo.com,https://frontdeskreview.com/online-booking/vendors/bookeo/,Small,29.95,,,,,,0,flat,unknown,unknown,yes,Google Calendar; Outlook; iCal; Stripe; Square; PayPal; Zoom; Mailchimp; HubSpot; QuickBooks; Xero; Zapier; WordPress; Wix; Squarespace; GoDaddy; WooCommerce; Shopify; BigCommerce; Facebook; Google My Business; Google Analytics; Groupon,no,https://www.bookeo.com/appointments/pricing/,2026-06-27,,
online-booking,bookeo,Bookeo,bookeo.com,https://frontdeskreview.com/online-booking/vendors/bookeo/,Standard,39.95,,,,,,0,flat,unknown,unknown,yes,Google Calendar; Outlook; iCal; Stripe; Square; PayPal; Zoom; Mailchimp; HubSpot; QuickBooks; Xero; Zapier; WordPress; Wix; Squarespace; GoDaddy; WooCommerce; Shopify; BigCommerce; Facebook; Google My Business; Google Analytics; Groupon,no,https://www.bookeo.com/appointments/pricing/,2026-06-27,,
online-booking,bookeo,Bookeo,bookeo.com,https://frontdeskreview.com/online-booking/vendors/bookeo/,Large,79.95,,,,,,0,flat,unknown,unknown,yes,Google Calendar; Outlook; iCal; Stripe; Square; PayPal; Zoom; Mailchimp; HubSpot; QuickBooks; Xero; Zapier; WordPress; Wix; Squarespace; GoDaddy; WooCommerce; Shopify; BigCommerce; Facebook; Google My Business; Google Analytics; Groupon,no,https://www.bookeo.com/appointments/pricing/,2026-06-27,,
online-booking,bookeo,Bookeo,bookeo.com,https://frontdeskreview.com/online-booking/vendors/bookeo/,X-Large,119.95,,,,,,0,flat,unknown,unknown,yes,Google Calendar; Outlook; iCal; Stripe; Square; PayPal; Zoom; Mailchimp; HubSpot; QuickBooks; Xero; Zapier; WordPress; Wix; Squarespace; GoDaddy; WooCommerce; Shopify; BigCommerce; Facebook; Google My Business; Google Analytics; Groupon,no,https://www.bookeo.com/appointments/pricing/,2026-06-27,,
online-booking,doodle,Doodle,doodle.com,https://frontdeskreview.com/online-booking/vendors/doodle/,Free,0,,,,,,0,flat,unknown,unknown,unknown,Google Calendar; Microsoft Exchange; Microsoft Office 365; Apple iCloud; Zoom; Microsoft Teams; Google Meet; Webex; Stripe; Zapier,no,https://help.doodle.com/en/articles/9457366-how-much-does-doodle-cost,2026-06-27,https://costbench.com/software/scheduling/doodle/free-plan/,2026-06-12
online-booking,doodle,Doodle,doodle.com,https://frontdeskreview.com/online-booking/vendors/doodle/,Pro (Professional),15,,,,,26,0,per_seat,unknown,unknown,unknown,Google Calendar; Microsoft Exchange; Microsoft Office 365; Apple iCloud; Zoom; Microsoft Teams; Google Meet; Webex; Stripe; Zapier,no,https://help.doodle.com/en/articles/9457366-how-much-does-doodle-cost,2026-06-27,,
online-booking,doodle,Doodle,doodle.com,https://frontdeskreview.com/online-booking/vendors/doodle/,Team,19.95,,,,,55,0,per_seat,unknown,unknown,unknown,Google Calendar; Microsoft Exchange; Microsoft Office 365; Apple iCloud; Zoom; Microsoft Teams; Google Meet; Webex; Stripe; Zapier,no,https://help.doodle.com/en/articles/13038481-team-plan-benefits-and-pricing-options,2026-06-27,,
online-booking,glossgenius,GlossGenius,glossgenius.com,https://frontdeskreview.com/online-booking/vendors/glossgenius/,Standard,28,,,,,14,0,flat,yes,unknown,unknown,Google Booking; Google Reviews; Google Marketing Analytics; Apple Tap to Pay; Android Tap to Pay,no,https://glossgenius.com/pricing,2026-06-27,https://pabau.com/blog/glossgenius-pricing/,2026-06-12
online-booking,glossgenius,GlossGenius,glossgenius.com,https://frontdeskreview.com/online-booking/vendors/glossgenius/,Gold,48,,,,,14,0,flat,yes,unknown,unknown,Google Booking; Google Reviews; Google Marketing Analytics; Apple Tap to Pay; Android Tap to Pay,no,https://glossgenius.com/pricing,2026-06-12,,
online-booking,glossgenius,GlossGenius,glossgenius.com,https://frontdeskreview.com/online-booking/vendors/glossgenius/,Platinum,148,,,,,12,0,flat,yes,unknown,unknown,Google Booking; Google Reviews; Google Marketing Analytics; Apple Tap to Pay; Android Tap to Pay,no,https://glossgenius.com/pricing,2026-06-12,,
online-booking,booksy,Booksy,booksy.com,https://frontdeskreview.com/online-booking/vendors/booksy/,Booksy (all-inclusive),29.99,,,,,,0,per_seat,unknown,unknown,unknown,Reserve with Google,no,https://biz.booksy.com/en-us/pricing,2026-06-27,https://glossgenius.com/blog/booksy-price,2026-06-12
online-booking,fresha,Fresha,fresha.com,https://frontdeskreview.com/online-booking/vendors/fresha/,,,,,,,,,,yes,unknown,unknown,Xero; Google Analytics; Google Bookings; Facebook Bookings; Instagram Bookings; Meta Pixel,yes,,,,
online-booking,vagaro,Vagaro,vagaro.com,https://frontdeskreview.com/online-booking/vendors/vagaro/,,,,,,,,,,yes,yes,unknown,Google Calendar; Reserve with Google; Facebook; Instagram; QuickBooks; Mailchimp; Zapier,yes,,,,
